===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
AMT.US_4 | $20466.00 | 0.66498 | BUY - Good Sigma with positive technical indicators
PRAJ.DE | $27945.00 | 0.38322 | SELL - Low Sigma suggests limited profit potential
PHGP.UK | $2109100.00 | 0.44705 | HOLD - Moderate Sigma with mixed signals
LSEG.UK_9 | $11770.00 | 0.39075 | SELL - Low Sigma suggests limited profit potential
L0CK.DE_9 | $88430.00 | 0.27310 | SELL - Low Sigma suggests limited profit potential
SWN.US_9 | $71100.00 | 0.70963 | BUY - Good Sigma with positive technical indicators
ASRC.DE | $97632.00 | 0.46684 | HOLD - Moderate Sigma with mixed signals
CPB.US_4 | $3998.00 | 0.61720 | BUY - Good Sigma with positive technical indicators
XL.US_9 | $315.00 | 0.34226 | SELL - Low Sigma suggests limited profit potential
EQT.SE | $33290.00 | 0.23530 | SELL - Low Sigma suggests limited profit potential
SBRY.UK_4 | $2574.00 | 0.28593 | SELL - Low Sigma suggests limited profit potential
TLGO.ES_9 | $3570.00 | 0.42635 | HOLD - Moderate Sigma with mixed signals
ENX.FR_9 | $12080.00 | 0.56859 | HOLD - Moderate Sigma with mixed signals
BOI.FR_4 | $2446.00 | 0.26919 | SELL - Low Sigma suggests limited profit potential
LDOS.US_4 | $12960.00 | 0.24462 | SELL - Low Sigma suggests limited profit potential
ZEAL.DK_9 | $66400.00 | 0.32021 | SELL - Low Sigma suggests limited profit potential
UUUU.US | $410.00 | 0.45496 | HOLD - Moderate Sigma with mixed signals
WHR.US_9 | $10177.00 | 0.42552 | HOLD - Moderate Sigma with mixed signals
SHI.UK_9 | $1204.00 | 0.20959 | SELL - Low Sigma suggests limited profit potential
DS2P.UK | $6059.00 | 0.27341 | SELL - Low Sigma suggests limited profit potential
PATH.US_4 | $1227.00 | 0.27041 | SELL - Low Sigma suggests limited profit potential
STLAM.IT_9 | $12424.00 | 0.49039 | HOLD - Moderate Sigma with mixed signals
OPEN.US_9 | $131.00 | 0.33325 | SELL - Low Sigma suggests limited profit potential
AYI.US_4 | $29612.00 | 0.23656 | SELL - Low Sigma suggests limited profit potential
LGQG.DE | $29500.00 | 0.42363 | HOLD - Moderate Sigma with mixed signals
WDP.BE_4 | $21040.00 | 0.67453 | BUY - Good Sigma with positive technical indicators
NNOX.US_9 | $620.00 | 0.30067 | SELL - Low Sigma suggests limited profit potential
IPG.US_4 | $2732.00 | 0.34641 | SELL - Low Sigma suggests limited profit potential
AMEQ.DE | $11580.00 | 0.41855 | HOLD - Moderate Sigma with mixed signals
CSW.FR_9 | $12252.00 | 0.62407 | BUY - Good Sigma with positive technical indicators
IQQH.DE_5 | $61450.00 | 0.23330 | SELL - Low Sigma suggests limited profit potential
2B7A.DE | $90570.00 | 0.43364 | HOLD - Moderate Sigma with mixed signals
APLD.US | $798.00 | 0.53922 | HOLD - Moderate Sigma with mixed signals
CCIV.US_9 | $221.00 | 0.36915 | SELL - Low Sigma suggests limited profit potential
BMA.US_9 | $8324.00 | 0.31878 | SELL - Low Sigma suggests limited profit potential
SPY5.UK | $57000.00 | 0.23788 | SELL - Low Sigma suggests limited profit potential
DNUT.US | $620.00 | 0.24769 | SELL - Low Sigma suggests limited profit potential
SPYC.DE | $22635.00 | 0.47391 | HOLD - Moderate Sigma with mixed signals
OKE.US_9 | $10035.00 | 0.37451 | SELL - Low Sigma suggests limited profit potential
V3GF.DE | $46878.00 | 0.55336 | HOLD - Moderate Sigma with mixed signals
PCG.US_9 | $1636.00 | 0.37433 | SELL - Low Sigma suggests limited profit potential
FRA40 | $81188.00 | 0.43306 | HOLD - Moderate Sigma with mixed signals
NVAX.US_9 | $833.00 | 0.39294 | SELL - Low Sigma suggests limited profit potential
NMIH.US_4 | $3637.00 | 0.27335 | SELL - Low Sigma suggests limited profit potential
WELS.DE | $12054.00 | 0.62252 | BUY - Good Sigma with positive technical indicators
CAR.US_4 | $7828.00 | 0.42742 | HOLD - Moderate Sigma with mixed signals
IBM.US_4 | $25197.00 | 0.53560 | HOLD - Moderate Sigma with mixed signals
SOS.US | $514.00 | 0.40599 | HOLD - Moderate Sigma with mixed signals
ZIL2.DE_9 | $4215.00 | 0.32151 | SELL - Low Sigma suggests limited profit potential
IUS4.DE_9 | $40195.00 | 0.40890 | HOLD - Moderate Sigma with mixed signals
LUNE.SE_4 | $6002.00 | 0.30094 | SELL - Low Sigma suggests limited profit potential
SRP.UK_4 | $16320.00 | 0.44819 | HOLD - Moderate Sigma with mixed signals
KFTK.DE | $55450.00 | 0.35740 | SELL - Low Sigma suggests limited profit potential
EPC.US_9 | $3140.00 | 0.47331 | HOLD - Moderate Sigma with mixed signals
HYUD.UK_4 | $5210.00 | 0.38169 | SELL - Low Sigma suggests limited profit potential
PFSI.US_9 | $10297.00 | 0.38159 | SELL - Low Sigma suggests limited profit potential
BHC.US_9 | $743.00 | 0.58335 | HOLD - Moderate Sigma with mixed signals
EQR.US_4 | $7402.00 | 0.49751 | HOLD - Moderate Sigma with mixed signals
STZ.US_9 | $17558.00 | 0.45267 | HOLD - Moderate Sigma with mixed signals
JBLU.US_9 | $651.00 | 0.45691 | HOLD - Moderate Sigma with mixed signals
OSR.DE_9 | $4980.00 | 0.27327 | SELL - Low Sigma suggests limited profit potential
X03G.DE | $1780350.00 | 0.42515 | HOLD - Moderate Sigma with mixed signals
MASI.US_4 | $18753.00 | 0.70160 | BUY - Good Sigma with positive technical indicators
USDZAR | $186120.00 | 0.61302 | BUY - Good Sigma with positive technical indicators
WT.US | $908.00 | 0.18506 | STRONG SELL - Very low Sigma indicates poor trading conditions
QDVN.DE_5 | $11622.00 | 0.44032 | HOLD - Moderate Sigma with mixed signals
FTNT.US_4 | $10784.00 | 0.48926 | HOLD - Moderate Sigma with mixed signals
HAL.US_9 | $2635.00 | 0.42352 | HOLD - Moderate Sigma with mixed signals
AMD.US_4 | $9962.00 | 0.28442 | SELL - Low Sigma suggests limited profit potential
REGN.US_4 | $69730.00 | 0.49139 | HOLD - Moderate Sigma with mixed signals
BCC.US_4 | $10325.00 | 0.22181 | SELL - Low Sigma suggests limited profit potential
H4ZE.DE | $19014.00 | 0.58265 | HOLD - Moderate Sigma with mixed signals
QDVF.DE | $87100.00 | 0.38971 | SELL - Low Sigma suggests limited profit potential
DIA.IT_9 | $10110.00 | 0.29933 | SELL - Low Sigma suggests limited profit potential
GBLB.BE_4 | $6864.00 | 0.44528 | HOLD - Moderate Sigma with mixed signals
MARS.UK_4 | $4178.00 | 0.64633 | BUY - Good Sigma with positive technical indicators
JBHT.US_9 | $16104.00 | 0.24460 | SELL - Low Sigma suggests limited profit potential
SMTC.US | $3794.00 | 0.39069 | SELL - Low Sigma suggests limited profit potential
KR.US_4 | $6468.00 | 0.41400 | HOLD - Moderate Sigma with mixed signals
NSSC.US | $2445.00 | 0.37790 | SELL - Low Sigma suggests limited profit potential
GRE.ES | $3600.00 | 0.60121 | BUY - Good Sigma with positive technical indicators
RENB.US | $9676.00 | 0.72178 | BUY - Good Sigma with positive technical indicators
TS.US_4 | $3779.00 | 0.31370 | SELL - Low Sigma suggests limited profit potential
SXR8.DE | $59980.00 | 0.36277 | SELL - Low Sigma suggests limited profit potential
BATRK.US_9 | $4017.00 | 0.48984 | HOLD - Moderate Sigma with mixed signals
STLA.US_9 | $1272.00 | 0.62925 | BUY - Good Sigma with positive technical indicators
NZDCHF | $50564.00 | 0.20310 | SELL - Low Sigma suggests limited profit potential
IMCD.NL_4 | $14208.00 | 0.22428 | SELL - Low Sigma suggests limited profit potential
IEML.UK | $4234.00 | 0.41463 | HOLD - Moderate Sigma with mixed signals
TCPC.US | $842.00 | 0.44305 | HOLD - Moderate Sigma with mixed signals
LCII.US_4 | $10301.00 | 0.34323 | SELL - Low Sigma suggests limited profit potential
LGEN.UK_4 | $24440.00 | 0.43950 | HOLD - Moderate Sigma with mixed signals
TRMDA.DK_4 | $12740.00 | 0.39398 | SELL - Low Sigma suggests limited profit potential
BOO.UK_4 | $2711.00 | 0.21615 | SELL - Low Sigma suggests limited profit potential
BMED.IT_9 | $13580.00 | 0.51758 | HOLD - Moderate Sigma with mixed signals
SAMPO.FI_9 | $8430.00 | 0.38392 | SELL - Low Sigma suggests limited profit potential
COLM.US_9 | $8668.00 | 0.57234 | HOLD - Moderate Sigma with mixed signals
XRT.US_5 | $7399.00 | 0.22213 | SELL - Low Sigma suggests limited profit potential
USFD.US | $7166.00 | 0.44843 | HOLD - Moderate Sigma with mixed signals
UET1.DE | $27120.00 | 0.16563 | STRONG SELL - Very low Sigma indicates poor trading conditions
OERL.CH_4 | $4085.00 | 0.66009 | BUY - Good Sigma with positive technical indicators
KALU.US_4 | $7013.00 | 0.28048 | SELL - Low Sigma suggests limited profit potential
S92.DE_9 | $14510.00 | 0.67750 | BUY - Good Sigma with positive technical indicators
BLD.US_4 | $30529.00 | 0.39383 | SELL - Low Sigma suggests limited profit potential
CVX.US_9 | $15848.00 | 0.62384 | BUY - Good Sigma with positive technical indicators
NVST.US_4 | $1989.00 | 0.43439 | HOLD - Moderate Sigma with mixed signals
U.US_4 | $2552.00 | 0.64284 | BUY - Good Sigma with positive technical indicators
XTPS.DE | $26550.00 | 0.38061 | SELL - Low Sigma suggests limited profit potential
RKLB.US | $2046.00 | 0.50885 | HOLD - Moderate Sigma with mixed signals
ARKO.US | $449.00 | 0.27562 | SELL - Low Sigma suggests limited profit potential
UPM.FI_9 | $28170.00 | 0.47298 | HOLD - Moderate Sigma with mixed signals
SLA.UK_4 | $15796.00 | 0.65608 | BUY - Good Sigma with positive technical indicators
ABG.US_9 | $26676.00 | 0.39900 | SELL - Low Sigma suggests limited profit potential
AYI.US_9 | $29657.00 | 0.21009 | SELL - Low Sigma suggests limited profit potential
RCKT.US_9 | $945.00 | 0.35615 | SELL - Low Sigma suggests limited profit potential
SPYI.DE_5 | $23215.00 | 0.22244 | SELL - Low Sigma suggests limited profit potential
VIPS.US_9 | $1569.00 | 0.72310 | BUY - Good Sigma with positive technical indicators
BVIC.UK_9 | $13120.00 | 0.67197 | BUY - Good Sigma with positive technical indicators
BRYN.DE | $48655.00 | 0.63989 | BUY - Good Sigma with positive technical indicators
SREEEX.DE | $14026.00 | 0.43136 | HOLD - Moderate Sigma with mixed signals
ABB.SE_4 | $57510.00 | 0.23109 | SELL - Low Sigma suggests limited profit potential
SBMO.NL_4 | $20060.00 | 0.70549 | BUY - Good Sigma with positive technical indicators
APA.US_9 | $2069.00 | 0.34688 | SELL - Low Sigma suggests limited profit potential
MEUD.FR | $25981.00 | 0.63259 | BUY - Good Sigma with positive technical indicators
INVEB.SE_4 | $32036.00 | 0.62365 | BUY - Good Sigma with positive technical indicators
IPG.US_9 | $2737.00 | 0.30142 | SELL - Low Sigma suggests limited profit potential
WIX.UK_4 | $1613.00 | 0.31866 | SELL - Low Sigma suggests limited profit potential
MFEB.IT_4 | $4445.00 | 0.47517 | HOLD - Moderate Sigma with mixed signals
SQN.CH_9 | $36580.00 | 0.45530 | HOLD - Moderate Sigma with mixed signals
EOLUB.SE | $5660.00 | 0.56287 | HOLD - Moderate Sigma with mixed signals
TDS.US_4 | $3595.00 | 0.49412 | HOLD - Moderate Sigma with mixed signals
ELIS.FR_4 | $19570.00 | 0.53114 | HOLD - Moderate Sigma with mixed signals
FR.FR_9 | $9970.00 | 0.64210 | BUY - Good Sigma with positive technical indicators
DIDI.US_9 | $398.00 | 0.23822 | SELL - Low Sigma suggests limited profit potential
ITRK.UK_4 | $5147.00 | 0.49646 | HOLD - Moderate Sigma with mixed signals
TUR.FR_9 | $45120.00 | 0.27389 | SELL - Low Sigma suggests limited profit potential
IJH.US_5 | $6175.00 | 0.21196 | SELL - Low Sigma suggests limited profit potential
DIS.US_9 | $11365.00 | 0.58991 | HOLD - Moderate Sigma with mixed signals
FEVR.UK_9 | $6730.00 | 0.47080 | HOLD - Moderate Sigma with mixed signals
XBAG.DE | $368580.00 | 0.37210 | SELL - Low Sigma suggests limited profit potential
JDEP.NL_4 | $18000.00 | 0.65653 | BUY - Good Sigma with positive technical indicators
IQQY.DE | $34655.00 | 0.62899 | BUY - Good Sigma with positive technical indicators
MWON.DE | $66890.00 | 0.16825 | STRONG SELL - Very low Sigma indicates poor trading conditions
SPYZ.DE | $108420.00 | 0.64683 | BUY - Good Sigma with positive technical indicators
APC.DE | $22765.00 | 0.52196 | HOLD - Moderate Sigma with mixed signals
FVSH.DE | $260660.00 | 0.56764 | HOLD - Moderate Sigma with mixed signals
ATR.US_4 | $14624.00 | 0.43129 | HOLD - Moderate Sigma with mixed signals
GCT.US | $1695.00 | 0.48443 | HOLD - Moderate Sigma with mixed signals
GFT.DE_4 | $1987.00 | 0.30769 | SELL - Low Sigma suggests limited profit potential
MGA.US_9 | $3643.00 | 0.26886 | SELL - Low Sigma suggests limited profit potential
EW.US_4 | $7146.00 | 0.63132 | BUY - Good Sigma with positive technical indicators
GIL.DE_9 | $4570.00 | 0.34678 | SELL - Low Sigma suggests limited profit potential
UBUJ.DE_5 | $452000.00 | 0.17604 | STRONG SELL - Very low Sigma indicates poor trading conditions
EOAN.DE_4 | $12266.00 | 0.64170 | BUY - Good Sigma with positive technical indicators
MTG.US_4 | $2453.00 | 0.33240 | SELL - Low Sigma suggests limited profit potential
QYLE.DE | $16458.00 | 0.20904 | SELL - Low Sigma suggests limited profit potential
LCXPEX.DE | $57640.00 | 0.46843 | HOLD - Moderate Sigma with mixed signals
COIN.US_4 | $21530.00 | 0.37451 | SELL - Low Sigma suggests limited profit potential
SYNA.US_4 | $6570.00 | 0.51226 | HOLD - Moderate Sigma with mixed signals
AAON.US | $7600.00 | 0.29511 | SELL - Low Sigma suggests limited profit potential
CEC.DE_9 | $3090.00 | 0.53992 | HOLD - Moderate Sigma with mixed signals
EL.US_4 | $7178.00 | 0.47946 | HOLD - Moderate Sigma with mixed signals
FYEQ.DE | $48665.00 | 0.32008 | SELL - Low Sigma suggests limited profit potential
AMCX.US_4 | $727.00 | 0.29812 | SELL - Low Sigma suggests limited profit potential
ULTA.US_9 | $36517.00 | 0.30527 | SELL - Low Sigma suggests limited profit potential
HRMY.US | $3374.00 | 0.42358 | HOLD - Moderate Sigma with mixed signals
ICUI.US | $14498.00 | 0.42336 | HOLD - Moderate Sigma with mixed signals
EWY.US_5 | $5458.00 | 0.49922 | HOLD - Moderate Sigma with mixed signals
CPR.IT_4 | $5685.00 | 0.66504 | BUY - Good Sigma with positive technical indicators
SQM.US_4 | $3827.00 | 0.52296 | HOLD - Moderate Sigma with mixed signals
ENC.ES_4 | $3269.00 | 0.55133 | HOLD - Moderate Sigma with mixed signals
VANTI.FR_9 | $1660.00 | 0.85625 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
1YD.DE | $19082.00 | 0.30448 | SELL - Low Sigma suggests limited profit potential
KNDI.US | $13000.00 | 0.74212 | BUY - Good Sigma with positive technical indicators
SBS.DE_9 | $2810.00 | 0.33948 | SELL - Low Sigma suggests limited profit potential
SWEDA.SE_9 | $25880.00 | 0.67270 | BUY - Good Sigma with positive technical indicators
SAVE.US_9 | $106.00 | 0.33280 | SELL - Low Sigma suggests limited profit potential
JNJ.US_9 | $16499.00 | 0.49861 | HOLD - Moderate Sigma with mixed signals
INMD.US_4 | $1868.00 | 0.62298 | BUY - Good Sigma with positive technical indicators
CIND.UK | $5198000.00 | 0.31979 | SELL - Low Sigma suggests limited profit potential
VUKE.UK | $38355.00 | 0.49969 | HOLD - Moderate Sigma with mixed signals
LCID.US_4 | $220.00 | 0.29432 | SELL - Low Sigma suggests limited profit potential
SHW.US_4 | $36178.00 | 0.33349 | SELL - Low Sigma suggests limited profit potential
PJS1.DE | $982720.00 | 0.18950 | STRONG SELL - Very low Sigma indicates poor trading conditions
FRCJ.DE | $24060.00 | 0.50352 | HOLD - Moderate Sigma with mixed signals
TCMD.US_9 | $1421.00 | 0.38662 | SELL - Low Sigma suggests limited profit potential
IQQ0.DE | $67670.00 | 0.43999 | HOLD - Moderate Sigma with mixed signals
SELB.US | $1850.00 | 0.38676 | SELL - Low Sigma suggests limited profit potential
CNIE.DE | $13802.00 | 0.47397 | HOLD - Moderate Sigma with mixed signals
PBRA.US_9 | $1221.00 | 0.45114 | HOLD - Moderate Sigma with mixed signals
NMR.US | $642.00 | 0.48075 | HOLD - Moderate Sigma with mixed signals
IQQC.DE_5 | $96750.00 | 0.58762 | HOLD - Moderate Sigma with mixed signals
GILD.US_9 | $11431.00 | 0.72550 | BUY - Good Sigma with positive technical indicators
TER.US_4 | $10910.00 | 0.23572 | SELL - Low Sigma suggests limited profit potential
MDBE.DE | $99410.00 | 0.46655 | HOLD - Moderate Sigma with mixed signals
XDAX.DE | $21150.00 | 0.44558 | HOLD - Moderate Sigma with mixed signals
PAY.UK_9 | $6370.00 | 0.22408 | SELL - Low Sigma suggests limited profit potential
SAND.SE_4 | $23260.00 | 0.55812 | HOLD - Moderate Sigma with mixed signals
FNKO.US | $1231.00 | 0.37901 | SELL - Low Sigma suggests limited profit potential
INW.IT_4 | $9655.00 | 0.23090 | SELL - Low Sigma suggests limited profit potential
ZION.US_9 | $5401.00 | 0.26270 | SELL - Low Sigma suggests limited profit potential
IS05.DE_9 | $36962.00 | 0.21776 | SELL - Low Sigma suggests limited profit potential
OLE.ES | $1810.00 | 0.51169 | HOLD - Moderate Sigma with mixed signals
SRE.US_9 | $7152.00 | 0.34688 | SELL - Low Sigma suggests limited profit potential
IVAI.DE | $56660.00 | 0.27345 | SELL - Low Sigma suggests limited profit potential
XDWT.DE | $86930.00 | 0.24917 | SELL - Low Sigma suggests limited profit potential
USPY.DE | $28160.00 | 0.26679 | SELL - Low Sigma suggests limited profit potential
EBAY.US_9 | $6473.00 | 0.40331 | HOLD - Moderate Sigma with mixed signals
IDTP.UK | $2460800.00 | 0.51367 | HOLD - Moderate Sigma with mixed signals
AKER.NO_9 | $60200.00 | 0.47510 | HOLD - Moderate Sigma with mixed signals
LGIH.US_9 | $7306.00 | 0.39554 | SELL - Low Sigma suggests limited profit potential
TTE.FR_9 | $57780.00 | 0.51149 | HOLD - Moderate Sigma with mixed signals
ATCOB.SE_9 | $16035.00 | 0.39521 | SELL - Low Sigma suggests limited profit potential
LYP6.DE_9 | $26070.00 | 0.45846 | HOLD - Moderate Sigma with mixed signals
CABK.ES_4 | $6634.00 | 0.66060 | BUY - Good Sigma with positive technical indicators
COOP.US_4 | $11217.00 | 0.61398 | BUY - Good Sigma with positive technical indicators
CW.US_4 | $32071.00 | 0.29697 | SELL - Low Sigma suggests limited profit potential
OEF.US_5 | $28958.00 | 0.24537 | SELL - Low Sigma suggests limited profit potential
RCUS.US_4 | $1079.00 | 0.40524 | HOLD - Moderate Sigma with mixed signals
HFG.DE | $11885.00 | 0.54776 | HOLD - Moderate Sigma with mixed signals
MHK.US_9 | $11759.00 | 0.30139 | SELL - Low Sigma suggests limited profit potential
GLJ.DE_4 | $1715.00 | 0.58000 | HOLD - Moderate Sigma with mixed signals
GWRE.US | $20097.00 | 0.42609 | HOLD - Moderate Sigma with mixed signals
AFRM.US_4 | $6405.00 | 0.54072 | HOLD - Moderate Sigma with mixed signals
IUSL.DE_5 | $71400.00 | 0.37260 | SELL - Low Sigma suggests limited profit potential
ROK.US_4 | $28567.00 | 0.51223 | HOLD - Moderate Sigma with mixed signals
BATS.UK_9 | $30810.00 | 0.42607 | HOLD - Moderate Sigma with mixed signals
FRVIA.FR_4 | $8471.00 | 0.53869 | HOLD - Moderate Sigma with mixed signals
LNG.US_4 | $22820.00 | 0.42411 | HOLD - Moderate Sigma with mixed signals
QLYS.US_4 | $13112.00 | 0.40121 | HOLD - Moderate Sigma with mixed signals
IQQN.DE_9 | $10446.00 | 0.19849 | STRONG SELL - Very low Sigma indicates poor trading conditions
F.US_9 | $953.00 | 0.37508 | SELL - Low Sigma suggests limited profit potential
SU.US_9 | $3826.00 | 0.40487 | HOLD - Moderate Sigma with mixed signals
SKFB.SE_4 | $23160.00 | 0.58629 | HOLD - Moderate Sigma with mixed signals
CVLT.US_4 | $16896.00 | 0.57510 | HOLD - Moderate Sigma with mixed signals
ROVI.ES_9 | $5310.00 | 0.51453 | HOLD - Moderate Sigma with mixed signals
BORR.US | $253.00 | 0.25701 | SELL - Low Sigma suggests limited profit potential
SGSN.CH_9 | $9220.00 | 0.44539 | HOLD - Moderate Sigma with mixed signals
EBRO.ES_4 | $1637.00 | 0.39966 | SELL - Low Sigma suggests limited profit potential
MO.US_9 | $5581.00 | 0.48017 | HOLD - Moderate Sigma with mixed signals
BIG.US_4 | $49.92 | 0.21856 | SELL - Low Sigma suggests limited profit potential
